,Justice,Média,Police,AN,Science,Administration,Entreprises,Associations,Gouvernement,Agences,Médecins,Sénat
997,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0
998,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,4.0
999,4.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0
1000,2.0,5.0,2.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0
1001,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
1002,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0
1003,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0
1004,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
1005,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1006,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0
1007,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0
1008,2.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0
1009,4.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0
1010,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0
1011,2.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0
1012,2.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0
1013,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0
